category,product_type,site,site_type,title,price,shipping,pickup,currency,condition,url,image_url
gundam,model_kit,eBay,marketplace,HG 1/144 MWS-19051G D GUNDAM FIRST / MWS-19051G-2 D GUNDAM SECOND［P-BANDAI］,97.0,28.0,False,USD,New,https://www.ebay.com/itm/398313991724?_skw=gundam&hash=item5cbd5d2e2c:g:PlUAAeSwrWpqiaWe,https://i.ebayimg.com/images/g/PlUAAeSwrWpqiaWe/s-l225.jpg
gundam,model_kit,eBay,marketplace,HG 1/144 Red Comet Zaku Gundam Model Kit Assembly Action Figure Collectible Toy,13.99,0.0,False,USD,New,https://www.ebay.com/itm/366434240113?_skw=gundam&hash=item55512ec671:g:VmoAAeSwkuZqFQ1u,https://i.ebayimg.com/images/g/VmoAAeSwkuZqFQ1u/s-l225.jpg
gundam,model_kit,eBay,marketplace,Bandai Gundam Hyaku-Shiki Ver. 2.0 MG 1/100 Model Kit USA Seller,84.95,0.0,False,USD,New,https://www.ebay.com/itm/137461374030?_skw=gundam&hash=item2001561c4e:g:dy8AAeSwVzdqiL2b,https://i.ebayimg.com/images/g/dy8AAeSwVzdqiL2b/s-l225.jpg
gundam,model_kit,eBay,marketplace,Bandai Gundam UC Gouf Ignited (Heine Westenfluss Custom) HG 1/144 Model Kit,39.18,0.0,False,USD,New,https://www.ebay.com/itm/147504789111?_skw=gundam&hash=item2257f87677:g:46IAAeSwicVqiT1g,https://i.ebayimg.com/images/g/46IAAeSwicVqiT1g/s-l225.jpg
gundam,model_kit,eBay,marketplace,"#7 Union Flag Graham Custom Gundam 00, Bandai Hobby HG 00",16.0,0.0,False,USD,New,https://www.ebay.com/itm/188555189087?_skw=gundam&hash=item2be6c3db5f:g:YBkAAeSwA8BqO~IZ,https://i.ebayimg.com/images/g/YBkAAeSwA8BqO~IZ/s-l225.jpg
gundam,model_kit,eBay,marketplace,"#89 MS-18E Kampfer Gundam 0080, Bandai Hobby HGUC",26.0,0.0,False,USD,New,https://www.ebay.com/itm/177706640897?_skw=gundam&hash=item2960242601:g:UxgAAeSwQERqO~Is,https://i.ebayimg.com/images/g/UxgAAeSwQERqO~Is/s-l225.jpg
gundam,model_kit,eBay,marketplace,BAN2156349 Bandai MG Gundam AGE-2 Normal 'Gundam AGE',35.99,0.0,False,USD,New,https://www.ebay.com/itm/117307586146?_skw=gundam&hash=item1b5013b662:g:M0MAAeSw-1dqWmU0,https://i.ebayimg.com/images/g/M0MAAeSw-1dqWmU0/s-l225.jpg
gundam,model_kit,eBay,marketplace,RG 1/144 RX-78-2 Gundam RG 1/144 MS-06S Zaku II Hatsune Miku Ver. Set of 2,170.0,0.0,False,USD,New,https://www.ebay.com/itm/227364928600?_skw=gundam&hash=item34f0017c58:g:V70AAeSwrWBqGwuX,https://i.ebayimg.com/images/g/V70AAeSwrWBqGwuX/s-l225.jpg
gundam,cards,eBay,marketplace,2x Gundam Card Game Freedom Ascension GD05-050 Gundam Exia Repair Base LR,5.99,,False,USD,New,https://www.ebay.com/itm/407149899054?_skw=gundam&hash=item5ecc066d2e:g:tdgAAeSwC~Zqb2Bk&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGY3CkWNo0BK6f5t9jVrRFSpgQxhd8ONM5nnCORz70v%2B32NEMcNyo4AcPlpNh4bSNhCgx4o%2FdupabQyFgp%2BEtVNGGOac7Ufq1lf8Zk44yGuwcwfLPHzeYE1eyJ%2FCI0lg1%2BIdckUYyXqaptAGXqgT3VzgGfIi1yV5mWt91EHvJOCnto3v3CDMqJfmlf%2FpcUmrdxiE9O5W6%2Buw%2FU1Sepllez%2FFYb5JwhZYqBPE8gw1vpCNNqKBNKs6ruEptIviDR3OUi19ha9gVrdW19cSyZjkrH06,https://i.ebayimg.com/images/g/tdgAAeSwC~Zqb2Bk/s-l225.jpg
gundam,model_kit,eBay,marketplace,Bandai Hobby Gundam Wing Tallgeese I Ver. EW MG 1/100 Model Kit USA Seller,59.95,0.0,False,USD,New,https://www.ebay.com/itm/137501982767?_skw=gundam&hash=item2003c1c02f:g:jUkAAeSw-MtqiK7Y&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGYnnA051OqGT0fHYEXR8KmlN2pX1hrWjRWjWhlw75JJAORnWXaWUvQXMSoFY2NLTlK3Ww3z4dwYD4EHJOhS0Bdi0d1w4i%2BvBAdiRUPHHWfDRpv%2FNcoehnqu0k%2FAFoLnHTqsDISl5kwYNbKiSTzzX8i1DoXF0wGoFUBALTDOL83BpxA5V2uGtGFgsuqazqCl4UjUCXOTzbbu%2B6FPZWeIWmnY1M%2B4gyJFwgu4ag1nX9MQgu9IK7sTWhcKI1DG2RQuB1cObNnF6pNnPANC83abWiEy,https://i.ebayimg.com/images/g/jUkAAeSw-MtqiK7Y/s-l225.jpg
gundam,model_kit,eBay,marketplace,Bandai Hobby Gundam Wing Tallgeese I Ver. EW MG 1/100 Model Kit USA Seller,59.95,0.0,False,USD,New,https://www.ebay.com/itm/137501982767?_skw=gundam&hash=item2003c1c02f:g:jUkAAeSw-MtqiK7Y&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGYnnA051OqGT0fHYEXR8KmlN2pX1hrWjRWjWhlw75JJAORnWXaWUvQXMSoFY2NLTlK3Ww3z4dwYD4EHJOhS0Bdi0d1w4i%2BvBAdiRUPHHWfDRpv%2FNcoehnqu0k%2FAFoLnHTormtawMGlN6vAZSfXPbN1OAV0kd0vRfj2ZU7nXoATL4A10MZwLjeQc67ijw5qXQrFUAcwrSw%2B1jy5pAjzGGMu06SP4hRO1Q9Q2jfmj4DYri0fqclRvdcZW9MRwqSoWG4190TSYnEC%2F%2B8K9Gow0MdmK,https://i.ebayimg.com/images/g/jUkAAeSw-MtqiK7Y/s-l225.jpg
gundam,model_kit,eBay,marketplace,HG 1/144 MS-07H-8 Gouf Flight Type Model Kit Anime Action Figure Toy Gift,29.9,0.0,False,USD,New,https://www.ebay.com/itm/389966307054?_skw=gundam&hash=item5acbcd9eee:g:wuQAAeSwI-5p9lHJ&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGad3ZpiaSeR1G1%2FltR8Yn6LCibbPz9KXTeQJ0VIt11csO8m81%2BJNs2zM3X2c%2BJjdAUogYte2P5oXdJpjkNT2bRdq1kALhxWL3D0C5mmCG3lQIXwykFTNx7bnNWrO2Q5vrtbREvxCTPP7%2B1gfNhVQG5rvIHYpDkcy1MgnTuX2ALAoM7xbNCdpIZsGIbnOWD3CxQmO0ZEV8ArEmkd7W%2BRKd4JgJPyMrD%2FqZRjCgpSG8jI%2F1KmfsC7lvFT%2Fiqa1QotbPkiWhXErLPGPgxGnVzVS85N,https://i.ebayimg.com/images/g/wuQAAeSwI-5p9lHJ/s-l225.jpg
gundam,cards,eBay,marketplace,Lacus Clyne First Anniversary Gundam TCG Playmat  - Deskmat,40.0,5.0,False,USD,New,https://www.ebay.com/itm/307125000061?_skw=gundam&hash=item478213977d:g:hoAAAeSwO2lqfgkj&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGZubq87KJq%2FfOyHU2taArsc2mB8iNMr3413e4TTlnPT8DTHFev1Y1fHWWjud2HzJztboWQLgYVEgs96fM2NBfQqkeSv6tO47%2BjxK0VwXuF%2BWtYuM%2Fo2xDtcJh8a1A%2BYUVH6E61c0ih%2F11%2BsHuQ0txgXW2RrvEAIXAKncxYx%2FKAsbwisHcw0f9LIDDDMXT3IaAgeM7ArsxH2aLBDQbGmTGi30QGS%2BjaOfN%2BjTHg6mAYbF8lXPXud5pCz98TsX9CO%2BO9YUyMtVygKFUnKk7l2gObN,https://i.ebayimg.com/images/g/hoAAAeSwO2lqfgkj/s-l225.jpg
gundam,model_kit,eBay,marketplace,RG 1/144 RX-78-2 Gundam RG 1/144 MS-06S Zaku II Hatsune Miku Ver. Set of 2,170.0,0.0,False,USD,New,https://www.ebay.com/itm/227364928600?_skw=gundam&hash=item34f0017c58:g:V70AAeSwrWBqGwuX,https://i.ebayimg.com/images/g/V70AAeSwrWBqGwuX/s-l225.jpg
gundam,model_kit,eBay,marketplace,Bandai Action Base #5 Clear (For 1/144 & 1/100 Gundam) Model Kit Bandai Hobby,9.0,0.0,False,USD,New,https://www.ebay.com/itm/185845582834?_skw=gundam&hash=item2b45428bf2:g:qnsAAeSw10tqO~Eq,https://i.ebayimg.com/images/g/qnsAAeSw10tqO~Eq/s-l225.jpg
gundam,cards,eBay,marketplace,EX Resource Custom G Fighter Rain/Allenby - Gundam TCG,9.25,6.0,False,USD,Ungraded,https://www.ebay.com/itm/257659431519?_skw=gundam&hash=item3bfdb2ea5f:g:fYMAAeSwYwRqcPV6,https://i.ebayimg.com/images/g/fYMAAeSwYwRqcPV6/s-l225.jpg
gundam,cards,eBay,marketplace,Gundam Card Game Store Tournament Kit 2026 Vol. 2 (GD 26-②) - New Sealed English,24.99,0.0,False,USD,New/Factory Sealed,https://www.ebay.com/itm/800488852271?_skw=gundam&hash=itemba60da8b2f:g:n9IAAeSwB7tqenjZ,https://i.ebayimg.com/images/g/n9IAAeSwB7tqenjZ/s-l225.jpg
gundam,cards,eBay,marketplace,Gundam Card Game 1st Anniversary Archive Official Guide Book w/ Amuro Promo,55.0,0.0,False,USD,Ungraded,https://www.ebay.com/itm/158212147205?_skw=gundam&hash=item24d62dc805:g:3sEAAeSw02JqhkZv,https://i.ebayimg.com/images/g/3sEAAeSw02JqhkZv/s-l225.jpg
gundam,model_kit,eBay,marketplace,Bandai MG Aile Strike Gundam Ver. RM 1/100 Scale Action Figure Model Kit,45.0,0.0,False,USD,New,https://www.ebay.com/itm/377362387764?_skw=gundam&hash=item57dc8d1334:g:u~AAAeSwx7pqYPJa,https://i.ebayimg.com/images/g/u~AAAeSwx7pqYPJa/s-l225.jpg
gundam,model_kit,eBay,marketplace,Bandai 1/144 Gunpla Option Parts Set #11: Smoothbore Gun for Barbatos Gundam,4.41,2.99,False,USD,New,https://www.ebay.com/itm/404953417636?_skw=gundam&hash=item5e491ac7a4:g:mVoAAeSwcxBprbD~,https://i.ebayimg.com/images/g/mVoAAeSwcxBprbD~/s-l225.jpg
gundam,model_kit,eBay,marketplace,Bandai Gundam Universe GU-19 GF13-001NHII Master Gundam Articulated Figure,45.0,0.0,False,USD,New,https://www.ebay.com/itm/147521171722?_skw=gundam&hash=item2258f2710a:g:QiwAAeSwi0pqiaWc,https://i.ebayimg.com/images/g/QiwAAeSwi0pqiaWc/s-l225.jpg
gundam,cards,eBay,marketplace,Genuine Bandai - Gundam Tcg Beta version Card Sleeves 70pcs Sealed,99.95,0.0,False,USD,New,https://www.ebay.com/itm/227385592983?_skw=gundam&hash=item34f13ccc97:g:VQgAAeSw~U1qEMgw&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGamw3ecbWgm1fdomd4C6zRV1z8HRnADk2TQDtVjgrXtVa6qLfzMEXRwLnZaJZpd7zANDn572vO6mtE6ECJhBwMif0IIkiyImLEmu3O2u67Z1cCu1LbDweWUsFyEcIkYCuT0jwx1QhnY7dOJGX1L93kM1fY%2FdrgLn4UOZZqIDG7qGMEyOn6z8dhI8uyGShJfAg2eVopqhn22Vq3mQvTND2qSIB41ZFxOQqxTjiy2k1cOaEjYWPxm6iaIkp98HNczktcOALy8lf3m6gCdUoCKls9a,https://i.ebayimg.com/images/g/VQgAAeSw~U1qEMgw/s-l225.jpg
gundam,model_kit,eBay,marketplace,MG Gundam 1/100 Kampfer Schwer Kokuyo's Mobile Suit Model Kit BANDAI SPIRITS,121.59,2.89,False,USD,New,https://www.ebay.com/itm/287357678969?_skw=gundam&hash=item42e7da3579:g:5jQAAeSwA-tqiUJV&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGYO7u2IDZO6yL0hHI4SRuGvhnaj2kMsGXaelfx%2B2yrYmGeW2GE5%2FRAotwIIf9My5LenCjEgSQsdb%2BwD9QxB1nE9m9VEgbJW%2BGDBXs%2BRurN0oEZr8fl5vLKlPsxnkOrA6irngX%2BlwodScHYIeOX%2B894Dp%2Bugt7GvvTv3aKmDZxyeVsfJtOYvAYDRv7ODzZW%2FjiG%2FdR86pjdjJsQGJ%2Bc65M6dbYHo0wdXfNv%2BPdlXSGLjaoTjHliROWQlQ5qAJNxXw7VOspL0uI0vj1BKjTmFrX5L,https://i.ebayimg.com/images/g/5jQAAeSwA-tqiUJV/s-l225.jpg
