category,site,site_type,title,price,shipping,currency,condition,url
gundam,eBay,marketplace,Bandai HG 1/144 Ξ XI Gundam (The Sorcery Of Nymph Circe),84.99,5.99,USD,New,https://www.ebay.com/itm/198454183668?_skw=gundam&hash=item2e34ca86f4:g:068AAeSwnCNqOjin
gundam,eBay,marketplace,PREMIUM BANDAI HGUC 1/144 ZAKU DESERT TYPE PINK PANTHER FORCES US Seller New,45.0,,USD,New,https://www.ebay.com/itm/278091260652?_skw=gundam&hash=item40bf87e2ec:g:E0kAAeSw0DRqL~0f
gundam,eBay,marketplace,"#26 Gundam Calibarn The Witch from Mercury, Bandai Hobby HG 1/144",24.0,0.0,USD,New,https://www.ebay.com/itm/188555189079?_skw=gundam&hash=item2be6c3db57:g:ag4AAeSwtcVqO~G8
gundam,eBay,marketplace,"#03 Gundam Aerial ""The Witch from Mercury"", Bandai Hobby HG 1/144",19.0,0.0,USD,New,https://www.ebay.com/itm/186660082572?_skw=gundam&hash=item2b75ced38c:g:Zx0AAeSwt5BqO~Fl
gundam,eBay,marketplace,Bandai Hobby GMS-Ω Gundam GQuuuuuuX HG 1/144 Scale Model Kit USA Seller,21.95,0.0,USD,New,https://www.ebay.com/itm/137569614795?_skw=gundam&hash=item2007c9bbcb:g:rVQAAeSwCqtqhej~&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGZUpXg4pwzfZVJak1FIpyV4%2FGcW0nxxmSn4UrSRjb40RDrO%2BczuTBivHgGSoqYRTIH3BMJwMgZDX%2BfSAwA8DVZacSe%2BJ2gSR%2B86Kf17waxPt8rCBxXo92DRi7tW%2BJfHNnUqo%2FwONA%2Fc7sNortL6lhx47x2kG5UHwYKnfkmfqbfWHKYgvWS%2B%2B7TZK7CPXpPvLV2tCI34GweZ%2FhJ83ayxsSDJNzhteGh8A2xrmkwtKDlna4hLfsF2LYUD6YpQuETwJPbH6Srj8de6yiiiO2oMj4Bk
gundam,eBay,marketplace,HGUC 1/144 RX-80PR Pale Rider Land-Combat Type Mecha Model Kit - Heavy-Equipment,22.65,0.0,USD,New,https://www.ebay.com/itm/358335517695?_skw=gundam&hash=item536e7613ff:g:gYQAAeSwdRtpt1bc&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGaOLvDDEzQs3%2FPd7kD3g0m6Eg6yHuSh3gyWivm7lv1Z6HKthh1eXJjKHVABW2jUVQ0jA0mmo46BnwtCwYreaw3j8%2FekA5ITK1TcKkrnYQLs3IbGUTbNbEQLtUQ%2F2irQFcNZn%2BWwlE0%2BJebTLcupiw5c23dTrq%2BHdLQdTdi%2BPc6zTZ5qH6p1UYLwzlzqAlwCs0XJZm1Aj%2F6nwb2OzK0vyj6NDe77RWQ89I1nO79sc3cA52yXeb9vAY%2FmmLkOnkAKFQUJziuZb5cJbeUg%2BD8bbsUB
gundam,eBay,marketplace,Bandai Namco Mobile Suit Wing Gundam Zero EW XXXG-00W0 Ver. KA MG Model Kit,74.99,0.0,USD,New,https://www.ebay.com/itm/327102946060?_skw=gundam&hash=item4c28dadb0c:g:VAYAAeSwCy1p3oDu&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGaS2kKobObW7ZTvWCHwx8GYT5OziNV2X9Ul3OE5bqofCJP5pXfeUexCednBn%2Bn2RHC2JuhERa4jSeZx0NLzRUVCbLU2W49PfL91b0TTit1VDSQxWm3dGJk7d48kO7XZa%2Fn0alas4Usd%2FlWF%2Bf2A%2FXfGMOt3Y2lCgkO9TTW8VZe8myRW9opPTIjCKDe117kdFWvHuAEA3jpes%2F4KQNAaN8mofsH38gzoTcQ%2BiGvX5WWnloDyLXTG5%2FOiyk%2BigLXBSdwxZH4ZV5S%2B4vgoqQrAO%2Bou
gundam,eBay,marketplace,"RX-78-2 Gundam Ver. 2.0 ""Mobile Suit Gundam"", Bandai Hobby RG 1/144 Model Kit",41.0,0.0,USD,New,https://www.ebay.com/itm/127876713191?_skw=gundam&hash=item1dc60bcae7:g:4~4AAeSwBP5p0D~u
gundam,eBay,marketplace,#36 Hi-Nu Gundam Char's Counterattack Beltorchika Children Bandai Hobby RG 1/14,61.0,0.0,USD,New,https://www.ebay.com/itm/178251688976?_skw=gundam&hash=item2980a0ec10:g:c9QAAeSwzm9qO~Fm
gundam,eBay,marketplace,"#03 Schwalbe Graze McGillis Custom Gundam IBO, Bandai Hobby HG IBO 1/144",15.0,0.0,USD,New,https://www.ebay.com/itm/187876405705?_skw=gundam&hash=item2bbe4e71c9:g:C60AAeSwWW5qO~IZ
gundam,eBay,marketplace,GTO HG 1/144 RX-78-2 Yuan Zu Mecha Assembly Model Kit Collectible,21.65,0.0,USD,New,https://www.ebay.com/itm/128027003481?_skw=gundam&hash=item1dcf010a59:g:8EEAAeSwEx9qf4mu
gundam,eBay,marketplace,Mobile Suit Gundam G-Frame FA The 08th MS Team (Individual Selection),36.0,,USD,New,https://www.ebay.com/itm/307128733934?_skw=gundam&hash=item47824c90ee:g:4LQAAeSwCQJqgQS4
gundam,eBay,marketplace,"#193 Gundam Mk-II (AEUG) Z Gundam, Bandai Hobby HGUC",21.0,0.0,USD,New,https://www.ebay.com/itm/177706640892?_skw=gundam&hash=item29602425fc:g:GLEAAeSwg5NqO~Fg
gundam,eBay,marketplace,Gunpla Bundle,32.5,,USD,Used,https://www.ebay.com/itm/237019571897?_skw=gundam&hash=item372f77a6b9:g:rYsAAeSwTtFqh0ak
gundam,eBay,marketplace,HG 1/144 Mighty Strike Freedom Gundam Assembly Model Kit Action Figure Toy Gift,13.99,0.0,USD,New,https://www.ebay.com/itm/206177136369?_skw=gundam&hash=item30011d6ef1:g:v~UAAeSwcVRpyil4
gundam,eBay,marketplace,Bandai MG Expansion Parts Set for Gundam Barbatos (Clear Color) 1/100 US Seller,47.98,15.0,USD,New,https://www.ebay.com/itm/278298602986?_skw=gundam&hash=item40cbe3adea:g:hNgAAeSw0DZqht5Y
gundam,eBay,marketplace,"#118 Gundam X Divider Gundam X, Bandai Hobby HGAW",25.0,0.0,USD,New,https://www.ebay.com/itm/188555189112?_skw=gundam&hash=item2be6c3db78:g:lu0AAeSwpfdqO~IE
gundam,eBay,marketplace,"#66 HG 00 QAN[T] ""Gundam 00"" 1/144 Model Kit Bandai Hobby",21.0,0.0,USD,New,https://www.ebay.com/itm/187671290974?_skw=gundam&hash=item2bb214a45e:g:gp4AAeSwEiJqO~Fp
gundam,eBay,marketplace,Bandai Gundam XXXG-01S Shenlong Gundam EW Ver. MG 1/100 Scale Kit USA Seller,46.95,0.0,USD,New,https://www.ebay.com/itm/137356748425?_skw=gundam&hash=item1ffb19a689:g:x1UAAeSwM6BqhL9G
gundam,eBay,marketplace,Bandai Gundam XXXG-01W Wing Gundam EW Ver. MG 1/100 Scale Model Kit USA Seller,40.99,0.0,USD,New,https://www.ebay.com/itm/147417176037?_skw=gundam&hash=item2252bf97e5:g:MVcAAeSw7RNqhnnQ&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGbFoIXFcBF%2BlBaCmFutfun9ZIMxUs7U4RH5OyCNSzD3Ms2KQ1HcsBfKQuJIwbweV5rIbrI5lWZ%2FGoR16VhQXOHTyNW61laRtCnc7Xq%2Bv6JIenblmSB%2FmF7TLvBnfQfE0HlM7twlDPHV1vgCaoA5PRj4Dl8JJsEXZAUaxNe5m%2FpjFVtmwbwI1aPJrF4R7F9rY7crLlEtXon1uK5kII1VlrO9OdnDcYKTCUz5bzHRRWlgrgPMZaNmVGO0%2FyKJm1n5nOV07ShiG3xzJf9adEPLUJDf
gundam,eBay,marketplace,Bandai Gundam Char's Counterattack RGM-89 Jegan MG 1/100 Model Kit USA Seller,67.95,0.0,USD,New,https://www.ebay.com/itm/137564608237?_skw=gundam&hash=item20077d56ed:g:WzgAAeSw~7pqhk43&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGZtvC0TgDAGPOizrtueDS1X4jymwYoymDEbfRRUrJYzeL3jXoZlirEBrzCpTKcL5BwX8jjBAFiClR4sek3CsTZZ1%2FjS%2Fa%2BNyjBLitm%2BVAh3ZJCckycuqONXqxELp2qSb4QNehIK84zoX81vgKJgMBhaAaKI55yslH%2BAdv%2FWQLmzZp0CqA7%2BfsVcjiCvlvCJ0a66cXpQJwZJE7IL%2FgSq12vxvde%2BZcRcEkyHoXcVFQI%2Bd6ILvb86xvAGKeLUIEFA8b%2B7Gqd7l9d9wCIfevN0GUbW
gundam,eBay,marketplace,RG 1/144 Gundam Astray Gold Frame Amatsu Mina Special Coating Model Kit SEED,114.72,17.39,USD,Used,https://www.ebay.com/itm/287518933020?_skw=gundam&hash=item42f176c01c:g:xP4AAeSwS9dqhyDl&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGYmSl%2BFPD70x8snwNI2780Gr1fW3dkLM52vINwJwI3OepZtPzRBehdsxuR9bK0C%2BPHadSNI9DoO%2BDJs%2FJaP7viOupPLs6ldOb4K8LD31XJh7A36JL7l%2Fa%2FwnPdF9IQEA%2Fws0ukRKlapzj2wNFbQStBzsRktX35Gu17ka3I1BYBRc%2BbUcI8iLCSEEOow7ACINza1%2F1S4QygJOSwCASwOJ8rlDSvjt7WKd%2F08j%2B4mI9SpE8WRGeuvZPqe%2FuhGoU3OA9KtMHR%2B3%2BCifAswcUd%2Buf7j
gundam,eBay,marketplace,BANDAI Hobby SD BB #373 Legend Musha Gundam Model Kit 176488 US Seller USA,19.95,0.0,USD,New,https://www.ebay.com/itm/147489377871?_skw=gundam&hash=item22570d4e4f:g:XC8AAeSwZPBqhfxm&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGbtSwoJA%2Bh%2FtZQVpuz3TcsKosRDMoZvB2pTrA9e2xONMPEdVrLJaIHysXviECSyGnR97%2BFFs5hEAwhgRrUvhyZf1ZxKMMRBpT%2BruR2CL%2BTvxYtubad8o5K8Y3o4DPKxgsxYCORKF%2F3glBXkxrqKxlAyaJfcRko0beNLKN9LZn911hjPkcpyFyDuFu93dEI69RPxomWaylF37HnkPPzDOvMRciysRAG8vc6%2FqWq4KqibF02v244c9agOC5wdcXtShMkFD39gVNJY5ElEycBbgYUT
gundam,eBay,marketplace,#19 Gundam Astaroth,15.0,0.0,USD,New,https://www.ebay.com/itm/177706640936?_skw=gundam&hash=item2960242628:g:CdsAAeSw4PlqO~FI
gundam,eBay,marketplace,"RX-78-2 GUNDAM Ver.KA, Bandai Hobby MG",37.0,0.0,USD,New,https://www.ebay.com/itm/188555189219?_skw=gundam&hash=item2be6c3dbe3:g:DBcAAeSwOUVqO~IA
gundam,eBay,marketplace,RX-78F00/E Gundam Gundam: Next Universal Centrury Bandai Hobby Entry Grade 1/144,16.0,0.0,USD,New,https://www.ebay.com/itm/188216118823?_skw=gundam&hash=item2bd28e0e27:g:TKsAAeSwb5ZqO~Ha
gundam,eBay,marketplace,RG 1/144 RX-78-2 Gundam Ver.2.0 [Hatsune Miku Ver.] Model Kit Premium Bandai,89.5,0.0,USD,New,https://www.ebay.com/itm/227364922128?_skw=gundam&hash=item34f0016310:g:khAAAeSw8xJqGwpW
gundam,eBay,marketplace,MG (1/100) Mobile Suit Gundam - FA-78-1 Full Armor Gundam,67.0,0.0,USD,New,https://www.ebay.com/itm/327304304840?_skw=gundam&hash=item4c34db58c8:g:SCoAAeSwGDJqhmLH
gundam,eBay,marketplace,Bandai HGUC Gundam Rozen Zulu Ep. 7 Ver. HG 1/144 Scale Model Kit,37.95,0.0,USD,New,https://www.ebay.com/itm/147350674966?_skw=gundam&hash=item224ec8de16:g:SaIAAeSwj8NqhdQC
gundam,eBay,marketplace,Bandai Hobby Aile Strike Gundam Real Grade RG 1/144 Scale Model Kit USA Seller,35.95,0.0,USD,New,https://www.ebay.com/itm/137568080784?_skw=gundam&hash=item2007b25390:g:QV0AAeSweY5qh4Qi&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGYKNZvLy4CwLfHlxEk3l2w0RWB5bFTptHDTP7quwbp%2BZVZXNvIoVaq8owES2OwWJsH0l97LR%2B2bSxBnOOQTEQYJYB0PXTSHfvKnPFqI7QS%2FcSp6cjLJcwpuNEUg7jBuaEMaOelsuqwH%2B8vigj7ttqJeY4geuBGiMIm%2FG3PBfIVCyU6VY0lJjtNtLf0f0aRm4ROdW6VPyFbGTLn5EliUsmnxkii0JonpaGf6Nkgi7nKrFffcxYjIgxhwCzxkmL0OKFDe6q%2BandtrU4H2TVhPA5AF
gundam,eBay,marketplace,HG 1/144 SEED Freedom Black Knight Squad Model Kit w/ Light Wings Action Figure,37.39,0.0,USD,New,https://www.ebay.com/itm/318549684825?_skw=gundam&hash=item4a2b0a7259:g:TioAAeSwUD9qS6iP&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGYja7Dryn%2FKY8zx2P33PoQtgtyR80hiiZn%2F66n9DPMHOjgZFxwkBWLqA53YTm97qUN65zcp1czMdFFYQ4aQ27KTYPVfzyTBWrJC9qvI7F1tzijeuCcwZ7ddyqb9Lx3IWWhkaU40GSdaTXVrxkItBrkgBNUtn%2FfMQ6buLHJucWRmxVSk30I1--dqcFQpvH3dpxHccfVkbOdmyykzyaYTa2NCJXBxDj3mgYwhZFscAjYoH3zuGUZNlzRXaGF%2F00Qx36ocNl1SDY9Prb3IoZZUeL4D
gundam,eBay,marketplace,Bandai Hobby The Witch From Mercury Gundam LFRITH HG 1/144 Scale Kit USA Seller,25.95,0.0,USD,New,https://www.ebay.com/itm/147483509236?_skw=gundam&hash=item2256b3c1f4:g:idIAAeSwbr9qh4Qc
gundam,eBay,marketplace,Bandai Hobby Gundam HGUC Guncannon Revive HG 1/144 Model Kit USA Seller,28.95,0.0,USD,New,https://www.ebay.com/itm/147347269352?_skw=gundam&hash=item224e94e6e8:g:~pUAAeSw5B5qhqmx
gundam,eBay,marketplace,"#24 Julieta's Mobile Reginlaze Gundam IBO, Bandai Hobby HG 1/144",18.0,0.0,USD,New,https://www.ebay.com/itm/177224938910?_skw=gundam&hash=item29436df59e:g:XBYAAeSwPQNqO~Ez
gundam,eBay,marketplace,"#2 Police Zaku Mobile Suit Gundam GQuuuuuuX, Bandai Hobby HG 1/144",24.0,0.0,USD,New,https://www.ebay.com/itm/187367687919?_skw=gundam&hash=item2b9ffc06ef:g:xdMAAeSwwsJqO~Hs
gundam,eBay,marketplace,"Bandai 1/100 MG GX-9900 Gundam X ""After War Gundam X"" Plastic Model Kit",50.0,0.0,USD,New,https://www.ebay.com/itm/327249858972?_skw=gundam&hash=item4c319c919c:g:QCsAAeSw4kdqS-Nk
gundam,eBay,marketplace,Bandai HG Strike Noir Gundam,19.99,5.99,USD,New,https://www.ebay.com/itm/198512677862?_skw=gundam&hash=item2e384713e6:g:vOAAAeSwAzZqW~Cz
gundam,eBay,marketplace,"#33 Gundam Barbatos Lupus Rex Gundam IBO, Bandai Hobby HG IBO 1/144",20.0,0.0,USD,New,https://www.ebay.com/itm/177706640889?_skw=gundam&hash=item29602425f9:g:P3MAAeSwSX9qO~Fu
gundam,eBay,marketplace,Bandai Hobby XXXG-01W Wing Gundam Ver. Ka MG 1/100 Model Kit USA Seller,42.95,0.0,USD,New,https://www.ebay.com/itm/147496684516?_skw=gundam&hash=item22577ccbe4:g:~PgAAeSwbS9qhuMl
gundam,eBay,marketplace,Bandai Mobile Suit Ensemble 23 Gundam Capsule Toy Assembly Model Kits Gift HOT,14.99,6.99,USD,New,https://www.ebay.com/itm/407129681839?_skw=gundam&hash=item5ecad1efaf:g:7jAAAeSwXRhqdzgC&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGbFDBEf1WYbdaON2PawBpzuAtO7lpHOSeQ6HX5x%2BlcFMnfpCY%2F4jTgTSFETe1s3ymIhaxo9QJd%2BkCMkSjkIOGd3lW3DtnNyCoCwxQIXC1iWk4EFm3AOJEBhAW97pDQt6WByzjauGGTYZKGYrqaYhiymDx1AwLma1%2Bz7Cv77DmlDPMS2HGWcPdPqNeQP3aJu0KqqQILxWdk1XCAEfTILDtC7syUnGl8kK6BgrLfBulyPjDZhUf1rT7QiWIl2Dnlc3LK7PLi1xG7%2B9eQVJX7tVt7F
gundam,eBay,marketplace,HG 1/144 Electroplated Unicorn Destroy Mode Phoenix Model Kit Action Figure Toy,55.99,0.0,USD,New,https://www.ebay.com/itm/178028718314?_skw=gundam&hash=item297356a8ea:g:5hQAAeSwjYFp1EZ~&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGY3TC8g1mYx9Ij0nefG2AuGvfly1ZeBbkYQywpr2g8IxtdC8iP%2BbgAHp60KHExHgg3kut19GAFcpIL7pHFrrm9Bcuw6cCHZSZh07LT%2FiJIqwunTKCWANz6YOPIxo%2BABpAGG%2FUCy63nY2WPRYtjf4ZUT7o87%2BuvVep9Gy9ox6qQcJi8tP00ialxcppRFyfiMu9aYrX8OE8Q5rzoT9il07N0W4ktHW%2F2NGcGRjhPVotxVNYUqI0dqP8OOgrdqfWpwn2TeiKsIndEdxYoXKtpz57z8
gundam,eBay,marketplace,HG 1 144 Gundam Witch from Mercury MS Expansion Parts Set 1 Body Not Included,63.7,0.0,USD,New,https://www.ebay.com/itm/358828260484?_skw=gundam&hash=item538bd4bc84:g:5pQAAeSw-9Fqh3qr&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGZPAQa%2Fk%2B5PYXsA3ue1c4vlO9OKhvQ8jTWjNuq1%2Bydawz7k%2FoYTghRyGveo9UkKtWXCX3iaYndogkyL9G%2BRsGuDrJqRPa%2F7kmWzb5cTxDuqDs1NaE6zyIhfIUMjg8GN2giCknbD7PvSROVCRS1%2FIkr0VOFIiYixhu%2BW0%2F5%2BSCZujGCC5Xdhio5yYFzYizw47bF1Tllz35V7soIEjuytLkWKfb0QnFmvYwNgUt1KgYxQwa%2BgQAe8%2Bln0yoLl6KiulEn5PJzrxyB%2FAVGVT26KBhOU
gundam,eBay,marketplace,Bandai Mobile Suit Ensemble 23 Gundam Capsule Toy Assembly Model Kits Gift HOT,14.99,6.99,USD,New,https://www.ebay.com/itm/407129681839?_skw=gundam&hash=item5ecad1efaf:g:7jAAAeSwXRhqdzgC&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGbFDBEf1WYbdaON2PawBpzuAtO7lpHOSeQ6HX5x%2BlcFMnfpCY%2F4jTgTSFETe1s3ymIhaxo9QJd%2BkCMkSjkIOGd3lW3DtnNyCoCwxQIXC1iWk4EFm3AOJEBhAW97pDQt6WC77R4q4Yp3kqRL3s5mFEZB%2F6hrpKtqgzlTc5x0O5pTp04OWTC%2FcLucbiZ0Gd7As6FU%2F2BrD6ZYmCLhXJLwxUo6qqeoESLS8L7SnvWXZEZ7dBwrlyEm9nTwNY71DDnEdb%2Fi66CAS2qtXyfn%2Buo2Tx0I
gundam,eBay,marketplace,HG 1/144 Electroplated Unicorn Destroy Mode Phoenix Model Kit Action Figure Toy,55.99,0.0,USD,New,https://www.ebay.com/itm/178028718314?_skw=gundam&hash=item297356a8ea:g:5hQAAeSwjYFp1EZ~&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGY3TC8g1mYx9Ij0nefG2AuGvfly1ZeBbkYQywpr2g8IxtdC8iP%2BbgAHp60KHExHgg3kut19GAFcpIL7pHFrrm9Bcuw6cCHZSZh07LT%2FiJIqwunTKCWANz6YOPIxo%2BABpAH1%2BFmB0SOKJGHJtLcLmN9RGnukKfKQpRrTm3KGEFM4O0%2B2Jn4cU4r%2BKCR9vZscGFhI0T1hGRs2HvHwUHRFGAiKCLEbA0QAoqj%2BqQU7C5KVnWohfCXKQ%2FGr8EYXXobqQJjUYgUBbPMR1oWELm7IJ3k%2F
gundam,eBay,marketplace,MG GUNDAM RX-78-2 Ver. ONE YEAR WAR 0079 1/100 New from Japan,85.2,0.0,USD,New,https://www.ebay.com/itm/395880297112?_skw=gundam&hash=item5c2c4df298:g:jV0AAOSwoSBnLjvV&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGZAD7EufglEipJY18xmLqMY9a129SLtv0kPRr4q7qhY0b%2FW2m2c6QfRBiak5PBZDew%2Bed5T0Q%2FSR5ck8dm4xAYxlEvMEvagRezDYypS%2F%2Brde%2FZKsuHfKpsorTqJBolRriehQaPnzE4HjrEhz2TloZcVQgBOgWuRSkD0jzTadUBjDvnPTADmy9BuFmWtbhYWT05asX35Kt%2BMW1mR1ycnAbQjhR5se22whHIkiC8hTH4%2FpPYbilbufJrwxD7FFfEwedP9szzg1WRSVnInMqPZOE3H
gundam,eBay,marketplace,Bandai Action Base #5 Clear (For 1/144 & 1/100 Gundam) Model Kit Bandai Hobby,9.0,0.0,USD,New,https://www.ebay.com/itm/185845582834?_skw=gundam&hash=item2b45428bf2:g:qnsAAeSw10tqO~Eq
gundam,eBay,marketplace,"#15 Gundam Exia ""Gundam 00"", Bandai  Hobby RG 1/144 Model Kit",31.0,0.0,USD,New,https://www.ebay.com/itm/127882168567?_skw=gundam&hash=item1dc65f08f7:g:w8QAAeSwwatqEqgn
gundam,eBay,marketplace,Bandai RG 1/144 MS-06S Zaku II Hatsune Miku Ver. Limited Gundam Model Kit NEW,89.99,0.0,USD,New,https://www.ebay.com/itm/206478840076?_skw=gundam&hash=item301319110c:g:XcYAAeSwfE5qcrLW
gundam,eBay,marketplace,Bandai Spirits HGUC #241 MS-06 Zaku II HG 1/144 Scale Model Kit USA Seller,28.95,0.0,USD,New,https://www.ebay.com/itm/137568212135?_skw=gundam&hash=item2007b454a7:g:Ck8AAeSwEjtqhc9n
gundam,eBay,marketplace,BANDAI SPIRITS HGUC Gundam V Operation Set 1/144 scale plastic model kit,84.07,13.86,USD,New,https://www.ebay.com/itm/377436872465?_skw=gundam&hash=item57e0fd9f11:g:YPwAAeSwWg9qh4lN
gundam,eBay,marketplace,Bandai RG 1/144 Gundam Epyon Gundam Wing Model Kit,58.99,0.0,USD,New,https://www.ebay.com/itm/227483232273?_skw=gundam&hash=item34f70ea811:g:HtoAAeSwA6tqeKl2
gundam,eBay,marketplace,Bandai HG Strike Noir Gundam,19.99,5.99,USD,New,https://www.ebay.com/itm/198512677862?_skw=gundam&hash=item2e384713e6:g:vOAAAeSwAzZqW~Cz
gundam,eBay,marketplace,"#59 Dom/Rick-Dom Mobile Suit Gundam, Bandai Hobby HGUC 1/144",24.0,0.0,USD,New,https://www.ebay.com/itm/187571438531?_skw=gundam&hash=item2bac2103c3:g:lIsAAeSwMPVqO~Gv
gundam,eBay,marketplace,"MSM-07 Z'Gok Mobile Suit Gundam, Bandai Hobby MG",45.0,0.0,USD,New,https://www.ebay.com/itm/178251688959?_skw=gundam&hash=item2980a0ebff:g:j0UAAeSw0-1qO~Fu
gundam,eBay,marketplace,HG 1/144 Gundam Lfrith Jiu XGF-01 The Witch From Mercury Model Kit Figure Toy,24.99,0.0,USD,New,https://www.ebay.com/itm/298469443094?_skw=gundam&hash=item457e2a4616:g:XnQAAeSwCOdqROJc&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGb0YMMjq1rt0DoIUk3kV7kqEuBiiuOAfQ%2BGygpW8eVsglClVF341wo616YviRCJriMq3nOlGcwz2nGjSvH8f2iSFTGjDc1zo16TJ9Ccgu%2FWcbPzy6SSCvXLsuiAyOwF7tmyD6Fk5WuEeQqzMWY0mIUwuqtJ0jS%2BOXQT54HaNdF0ncibp1FuQeCC9DiCbYAUXUmyFi5j%2BESnxjxDxdBhL%2FDKK%2B49ZVqlpbxZHFDuRsn7jDgD6Etodjko%2BxaV%2FmZGlJ66Hf0qZyuuVw0CKHMJuEpS
gundam,eBay,marketplace,MG 1/100 WD-M01 Turn A Gundam Turn X Nano Skin Image Model kit Bandai Hobby,171.9,5.37,USD,Used,https://www.ebay.com/itm/287521530920?_skw=gundam&hash=item42f19e6428:g:zlIAAeSwu7Zqh2xI&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGaMsEDXANM3uSNpfNY%2Bo9ODQILHFYHOgURrgedxFy3l0QtxJVzaYhAJS90RKcGfCEy7AoQopBmAK7zNLfjS0nFPrreySX16y8B8P7HWUIBVaoYCYETvQLjPIQqWz6zXZYpcIQkH4o83kADFwLAzhwRBT3lckJKvkXyTRLK3XLJDZclVJJjNThA%2BqkgZ13yBx99oB%2B62MXue0i0p7EAjYuVZ9bkDsfJpjt2SPL30WQvaCca%2F2qhdwuPy5Q2YQbGtW11Bh7gQzk2%2F1fT0boK5AzvC
gundam,eBay,marketplace,HG 1/144 RX-0 Unicorn Destruction Mode Model Kit,49.99,0.0,USD,New,https://www.ebay.com/itm/358243627055?_skw=gundam&hash=item5368fbf02f:g:SX4AAeSw5llpmf0n&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGYL%2BzqeV1HpmdcCsw84cB8G49I52J%2BVsEqmSFwdQ3am5UnknwBXzPUxSAPrM%2FFBfu5feNApNSAAZatYVzPKLmlkS6uLlZsR32aDgWs14KyvOB%2FKheqt2s9d3h37dpSrbb90Z2u%2FFxsKRLLMP8scP0AgU6wUYe56QRbsp9UU2znp72%2FIx%2BcMGZrJHRLeRbsm4FF77EkoQDtmv%2FyVoMQpl2IDpKJiRpO%2Bo6goLNjnLXRuYhITVQTbENA1z0abm2dnq7B4CgExowm4a%2FQ0si01RUUu
gundam,eBay,marketplace,MG 1/100 God Gundam Model Kit Bandai Hobby,34.0,0.0,USD,New,https://www.ebay.com/itm/185845623959?_skw=gundam&hash=item2b45432c97:g:JooAAeSwQZpqO~GU
gundam,eBay,marketplace,Bandai Hobby Gundam AGE #35 AGE-1G AGE-1 Full Glansa HG 1/144 Model Kit USA,22.95,0.0,USD,New,https://www.ebay.com/itm/147229120369?_skw=gundam&hash=item22478a1771:g:yD0AAeSwxFVqhv-A
gundam,eBay,marketplace,Bandai 1/100 MG RX-78 GP02A Prototype Tactical Mobile Suit 5063536,44.99,,USD,New,https://www.ebay.com/itm/377434538588?_skw=gundam&hash=item57e0da025c:g:TKQAAeSwZsBqhqJR
gundam,eBay,marketplace,Gundam: Requiem for Vengeance Gundam EX High Grade 1:144 Scale Model Kit,33.99,5.0,USD,New,https://www.ebay.com/itm/226658223339?_skw=gundam&hash=item34c5e204eb:g:NV0AAOSwa09n3biD
gundam,eBay,marketplace,"#219 Dijeh Zeta Gundam, Bandai Hobby HGUC 1/144",27.0,0.0,USD,New,https://www.ebay.com/itm/177706640949?_skw=gundam&hash=item2960242635:g:T5cAAeSwuMZqO~Fp
gundam,eBay,marketplace,"#42 Shining Gundam ""G Gundam"", Bandai  Hobby RG 1/144 Model Kit",43.0,0.0,USD,New,https://www.ebay.com/itm/127883993852?_skw=gundam&hash=item1dc67ae2fc:g:a-MAAeSwh5VqEqoY
gundam,eBay,marketplace,Premium BANDAI MG 1/100 RGZ-91 Re-GZ (UNICORN Ver.) MODEL KIT USA SELLER,116.15,0.0,USD,New,https://www.ebay.com/itm/287537111763?_skw=gundam&hash=item42f28c22d3:g:VQkAAeSwRUZqh4gF
gundam,eBay,marketplace,Bandai Hobby The Witch From Mercury Gundam Aerial HG 1/144 Scale Model Kit,19.95,0.0,USD,New,https://www.ebay.com/itm/147106937892?_skw=gundam&hash=item224041bc24:g:VkwAAeSw61Rqh2uM
gundam,eBay,marketplace,HG 1/144 Gundam Deathscythe Hell Assembly Model Kit Action Figure Toy Gift,13.38,0.0,USD,New,https://www.ebay.com/itm/206184457254?_skw=gundam&hash=item30018d2426:g:blUAAeSw~Rlpzjuv
